ACIV3507	Geomechanics 2B
ACIV3508	Structural Analysis 1A
ACIV3509	Structural Analysis 1B
ACIV3510	Environmental Engineering 1A
ACIV3511	Environmental Engineering 1B
ACIV3512	Hydraulics
ACIV3513	Structural Design 1A
ACIV3514	Structural Design 1B
ACIV3515	Pavement Design
ACIV3516	Eng Computational Methods 2
ACIV3517	Engineering Surveying 2
ACIV3518	Geotechnical Engineering 2A
ACIV3519	Geotechnical Engineering 2B
ACIV3520	Environmental Eng Applications
ACIV3521	Engineering Management 1
ACIV4501	Civil Eng: Thesis/Seminar/Prac
ACIV4502	Civ Eng: Thesis Sem A & Prac E
ACIV4503	Civ Eng: Thesis & Seminar B
ACIV4504	Integrated Design & Prac Exp
ACIV4505	Integrated Design B
ACIV4506	Geomechanics 3A
ACIV4507	Geomechanics 3B
ACIV4508	Structural Analysis 2
ACIV4509	Structural Analysis 3B
ACIV4510	Environmental Engineering 2
ACIV4511	Hydraulic Engineering 2A
ACIV4512	Project Management 2
ACIV4513	Structural Design 2A
ACIV4514	Blast Design
ACIV4515	Blast and Dynamic Analysis
ACIV4520	Geosynthetics
ACIV4523	Transport Engineering B
ACIV4524	Coastal Engineering
ACIV4525	Systems Engineering
ACIV4526	Water Resources
ACIV4527	Geotechnical Engineering 3
ACIV4528	Structural Design 2B
ACIV4529	Environmental Eng Practice
ACIV4530	Pavement Engineering
ACIV4534	Engineering Management 2A
ACIV4535	Engineering Management 2B
ACIV4901	Special Elective 1
ACIV7102	Introduction to Blast
ACIV7103	Intro to Eng Management
ACIV7107	Introduction to Structures
ACIV7108	Materials of Construction
ACIV7109	Occasional Elective 1
ACIV7305	Facility & Property Management
ACIV7309	Project Mgmt Body of Knowledge
ACIV7310	Project Systems Modelling
ACIV7311	Qualitative System Dynamics
ACIV7312	System Dynamics Modelling
ACIV7315	Special Elective 1:Proj Mngmt
ACIV7316	Special Elective 2
ACIV7317	Special Elective 3: Blast
ACIV7318	Special Elective 4
ACIV7324	Project Administration
ACIV7325	Sys Dynamics Proj Organisation
ACIV7501	Project Rep - Civil Eng
ACIV7502	Project Rep - Civil Eng UC18
ACIV9000	Civil Eng Research F/T
ACIV9001	Civil Eng Research P/T
ACMA1001	Introduction to Civil Engineer
ACMA1002	Workshop Prac (Civil/Mrtm Eng)
ACMA1101	Introduction to Civil Engineer
ACMA1800	Civil Engineering 1
ACMA1900	Maritime Engineering 1
ACMA2001	Concrete Technology 1
ACMA2002	Construction Technology
ACMA2003	Fluid Mechanics 1CE
ACMA2004	Engineering Geology 1
ACMA2005	Hydrology 1
ACMA2006	Soil Mechanics
ACMA2007	Surveying 1
ACMA2008	Materials 1CE
ACMA2009	Mechanics of Solids 1CE
ACMA2010	Surveying 1
ACMA2101	Eng Construction and Design
ACMA2102	Eng Computational Methods 1
ACMA2103	Fluid Mechanics CE
ACMA2104	Structural Analysis 1
ACMA2105	Civil Engineering Materials 1
ACMA2106	Geomatic Engineering 1
ACMA2107	Geomechanics 1
ACMA2110	Intro to Electr'l & Mech Plant
ACMA2800	Civil Engineering 2
ACMA2900	Maritime Engineering 2
ACMA3001	Structural Analysis 1
ACMA3002	Structural Design 1
ACMA3003	Surveying 2
ACMA3004	Survey Camp
ACMA3005	Applied Prob & Stat for Eng
ACMA3006	Numerical Methods in Eng
ACMA3007	Soil Engineering
ACMA3008	Free Surface Hydraulics
ACMA3009	Closed Conduit Hydraulics
ACMA3010	Coastal Engineering 1
ACMA3011	Water Resources
ACMA3012	Hydrographic Surveying
ACMA3013	Survey Camp (Hydrographic)
ACMA3014	Applied Thermodynamics
ACMA3015	Coastal Engineering 2
ACMA3017	Project Management 1
ACMA3101	Structural Design 1
ACMA3102	Eng Computational Methods 2
ACMA3103	Hydraulic Engineering 1
ACMA3104	Structural Analysis 2
ACMA3105	Civil Engineering Materials 2
ACMA3106	Geomatic Engineering 2
ACMA3107	Geomechanics 2
ACMA3108	Environmental Engineering 1
ACMA3109	Project Management 1
ACMA3111	Pavement Design
ACMA3800	Civil Engineering 3
ACMA3900	Maritime Engineering 3
ACMA4001	Project Administration
ACMA4002	Systems Engineering
ACMA4003	Project Planning and Control
ACMA4004	Structural Analysis 2
ACMA4005	Structural Design 2
ACMA4006	Transportation Engineering
ACMA4007	Concrete Technology 2
ACMA4008	Metals Engineering 1
ACMA4009	Environmental Engineering
ACMA4010	Finite Element Methods
ACMA4011	Design of Maritime Structures
ACMA4012	Fluid Mechanics 2ME
ACMA4013	Metals Engineering 2
ACMA4015	Foundation Engineering
ACMA4019	Engineering Explosives
ACMA4020	Program and Project Evaluation
ACMA4021	Computer Tools for Eng Mgt
ACMA4025	Project Management 2
ACMA4800	Civil Engineering 4
ACMA4801	Civil Eng.:Project & Seminar
ACMA4802	Civil Engineering: Design and
ACMA4803	Practical Exp (Civil Eng)
ACMA4900	Maritime Engineering 4
ACMA4901	Maritime Engineering: Project
ACMA4902	Practical Exp (Maritime Eng)
ACMA8101	Research Project (30 CP)
ACMA8102	Research Project (60 CP)
ACMA8103	Mgt Studies Proj (Civil Eng)
ACMA8104	Project Report (24 CP)
ACMA8105	Project Report (36 CP)
ACMA8201	Foundation Engineering
ACMA8202	Advanced Foundation Eng
ACMA8203	Advanced Soil Mechanics
ACMA8205	Site Investigations
ACMA8206	Pavement Materials and Design
ACMA8208	Basic Finite Elements
ACMA8209	Applied Soil Mechanics
ACMA8210	Finite Elements in Structural
ACMA8211	Advanced Structural Analysis
ACMA8212	Struct Eng Mats 1 (Concr-Tech)
ACMA8213	Reinforced Concrete
ACMA8214	Prestressed Concrete
ACMA8215	Structural Dynamics
ACMA8216	Structural Eng Mats 2 (Metals)
ACMA8217	Project Management: Planning
ACMA8218	Project Mgt: Administration
ACMA8219	Project Mgt:Operations&Control
ACMA8220	Proj Mgt: Capital& Maintenance
ACMA8221	Project Management: Logistics
ACMA8222	Project Mgt:Special Elective 1
ACMA8223	Project Mgt:Special Elective 2
ACMA8224	Project Mgt:Special Elective 3
ACMA8225	Project Mgt:Special Elective 4
ACMA8226	Coastal and Ocean Engineering
ACMA8227	Civil Engineering Elective
ACMA8228	Coastal and Seabed Dynamics
ACMA8229	Traffic Engineering Practice
ACMA8231	Special Elective 1 (10 Cpt)
ACMA8232	Occasional Elective 2
ACMA8233	Occasional Elective 3
ACMA8236	System Dynamics Modelling (10
ACMA8241	Facility& Property Mgt (10 CP)
ACMA8242	Proj Mgmt Body Knowledge(10CP)
ACMA8243	Project Systems Modelling (10
ACMA8255	Site Investigations (12 Cpt)
ACMA8268	Special Elective 1 (12 Cpt)
ACMA8269	Spec Elect 2(12CP): Geosynth'c
ACMA8270	Spec Elect 3(12 CP): Eng Mats
ACMA8271	System Dynamics Modelling
ACMA8272	Facility & Property Mgt (12CP)
ACMA8273	Proj Mgmt Body Knowledge
ACMA8274	Project Systems Modelling (12
ACMA8802	Project Mgt: Planning (Mdefs)
ACMA8803	Proj Mgt: Administration(Mdef)
ACMA8804	Proj Mgt:Operation&Cont(Mdefs)
ACMA8805	Proj Mgt:Capital&Maint (Mdefs)
ACMA8806	Project Management: Logistics
ACMA9000	Civil Engr. Research (F/T)
ACMA9001	Civil Engr. Research (P/T)
ACSC1001	Inform Technology Fundamentals
ACSC1100	Intro to Computer Science
ACSC1101	Programming Fundamentals
ACSC1102	Intro to Information Systems
ACSC1301	Information Systems in Org
ACSC1401	Computer Tools for Engineers
ACSC1501	Computer Tools for Engineers
ACSC1502	Computer Prog for Engineers
ACSC1503	Prog Fundamentals for Eng
ACSC1600	Computer Science 1
ACSC1700	Information Systems 1
ACSC1800	Computer Science 1E
ACSC2001	Artificial Intelligence 2
ACSC2002	Management Sci Techniques 2
ACSC2003	C31 Systems
ACSC2004	Comparative Prog Languages
ACSC2005	Data Communications
ACSC2006	Decision Analysis
ACSC2007	Personal Support Systems
ACSC2008	Special Topic
ACSC2009	Computer Speech Processing
ACSC2010	Cryptography
ACSC2011	Information Processing 2
ACSC2012	Databases & Database Design
ACSC2013	Human Computer Interaction
ACSC2014	Information Analysis 2
ACSC2015	Interactive Computer Graphics
ACSC2016	Knowledge Based Systems
ACSC2017	Knowledge Management
ACSC2018	Comp Tools for Decision Making
ACSC2019	Multimedia & Virtual Environ
ACSC2020	Security, Privacy & Eth Issues
ACSC2021	Systems Development Method
ACSC2022	Data Communications 2
ACSC2023	Decision Analysis 2
ACSC2024	Information Systems Core A2
ACSC2025	Information Systems Core B2
ACSC2026	Knowledge Based Systems 2
ACSC2027	Management Science Techniques
ACSC2028	Object-Oriented Programming 2
ACSC2029	Personal Support Systems 2
ACSC2030	Special Topic 2
ACSC2101	Computer Science Core 2A
ACSC2102	Computer Science Core 2B
ACSC2104	Computer Systems Architecture
ACSC2106	Computer Languages & Algorithm
ACSC2107	Computer Languages B
ACSC2108	Operating Systems
ACSC2109	Computer Technology
ACSC2301	Information Systems Core 2A
ACSC2302	Information Systems Core 2B
ACSC2303	Systems Analysis
ACSC2304	Application Development
ACSC2305	Design of Info Systems
ACSC2306	Operation of Info Systems
ACSC2307	Applications of Info Systems
ACSC2308	Managing Info Systems
ACSC2401	Numerical Analysis 2E
ACSC2402	Numerical Analysis 2CE
ACSC2403	Numerical Linear Algebra 2E
ACSC2404	Data Structures 2EE
ACSC2405	Computer Architecture 2EE
ACSC2501	Numerical Analysis E
ACSC2502	Data Structures E
ACSC2601	Computer Science 2A
ACSC2602	Computer Science 2B
ACSC2700	Information Systems 2
ACSC2701	Information Systems 2A
ACSC2702	Information Systems 2B
ACSC2790	Information Systems 2 (Hon)
ACSC2800	Computer Science 2E
ACSC2801	Computer Science 2CE
ACSC2802	Computer Science 2EE
ACSC2803	Computer Science 2AE
ACSC2804	Computer Science 2ME
ACSC3001	Artificial Intelligence 3
ACSC3002	Management Sci Techniques 3
ACSC3003	Computer Project
ACSC3004	Database
ACSC3005	Fourth Generation Languages
ACSC3006	Simulation
ACSC3007	Systems Administration
ACSC3008	Application Integration
ACSC3011	Distributed Systems & Database
ACSC3012	Electronic Commerce
ACSC3013	Managing Info Strategically
ACSC3014	Software Engineering 3
ACSC3015	Operations Research
ACSC3016	Operations Research Project
ACSC3017	Optimisation Techniques
ACSC3018	Software Project Management
ACSC3019	Systems Design 3
ACSC3020	Modelling & Decision Systems 3
ACSC3021	Info Sys Communications 3
ACSC3022	Mgt Info. Systems Practices 3
ACSC3023	Knowledge Based Systems 3
ACSC3025	Information Systems Project 3
ACSC3026	Information Sys Programming 3
ACSC3027	Artificial Intelligence 3
ACSC3029	Computing Project 3
ACSC3030	Cryptography & Comp Security 3
ACSC3031	Database 3
ACSC3032	Data Networks 3
ACSC3033	Fourth Generation Languages 3
ACSC3034	Human Computer Interaction 3
ACSC3035	Human Factors 3
ACSC3036	Information Systems Core A3
ACSC3037	Information Systems Core B3
ACSC3038	Information Systems Eng
ACSC3039	Management Science Techniques
ACSC3040	Software Engineering 3
ACSC3041	Systems Administration 3
ACSC3101	Cryptography & Com Security
ACSC3102	Human Computer Interaction
ACSC3103	Software Engineering
ACSC3104	Software Development
ACSC3301	Information Systems Core 3A
ACSC3302	Information Systems Core 3B
ACSC3303	Human Factors
ACSC3304	Info Systems Engineering
ACSC3305	Systems in Organisations
ACSC3401	Operations Research 3E
ACSC3402	Management Science 3E
ACSC3501	Management Science E
ACSC3601	Computer Science 3A
ACSC3603	Computer Science 3C
ACSC3700	Information Systems 3
ACSC3701	Information Systems 3A
ACSC3702	Information Systems 3C
ACSC3790	Information Systems 3 (Hon)
ACSC4191	Computer Science 4 (Hons) F/T
ACSC4391	Information Sys 4 (Hons) F/T
ACSC4393	Info Sys 4 (Comb Hon) F/T
ACSC4501	Cryptog & Computer Security E
ACSC4502	Computer Speech E
ACSC4690	Computer Science 4 (Hon) F/T
ACSC4691	Computer Science 4 (Hon) P/T
ACSC4790	Information Sys 4 (Hon) F/T
ACSC7101	Intro to Database Systems
ACSC7102	Intro to Inform Systems & Tech
ACSC7103	Intro to Management Science
ACSC7104	Introduction to Programming
ACSC7105	Introduction to Simulation
ACSC7106	Intro to Telecommunications
ACSC7107	Systems Analysis and Design
ACSC7108	Introduction to the Web
ACSC7109	Introduction to Data Networks
ACSC7301	Adv Simulation & Wargaming
ACSC7302	Adv Topics in Database Mgmt
ACSC7303	C3I Systems
ACSC7304	Computer Graphics
ACSC7305	Cryptography
ACSC7306	Computer Speech Processing
ACSC7307	Internetworking
ACSC7308	Decision Analysis
ACSC7309	Decision Support Systems
ACSC7312	Information Management
ACSC7313	Info Resource Management
ACSC7315	Info Systems for Logistics
ACSC7316	IT Spec Top 1: Comput Analysis
ACSC7317	IT Spec Top 2: Data E-com Tran
ACSC7318	IT Spec Top 3: Adv Java Prog
ACSC7320	Knowledge Based Systems
ACSC7321	Machine Learning
ACSC7323	Modern Heuristic Techniques
ACSC7324	Object Oriented Programming
ACSC7325	Operating Systems
ACSC7326	ORS ST1: Financial Mathematics
ACSC7327	ORS ST2: Strategic Analysis
ACSC7328	ORS ST3: Sys Dyn Analysis Mod
ACSC7329	ORS Special Topic 4
ACSC7330	Software Engineering and ADA
ACSC7331	Software Project Management
ACSC7332	Systems Planning
ACSC7333	Telecommunications Management
ACSC7334	User Interface Construction
ACSC7335	Weapons Assessment
ACSC7336	Computer Security
ACSC7337	Data Mining
ACSC7338	Data Structures & Algorithms
ACSC7339	Electronic Business
ACSC7340	Information Operations
ACSC7341	Info Systems Policy & Strategy
ACSC7342	Integrating Enterprise & IS
ACSC7343	Integrating Info Sys Technol
ACSC7344	Languages of the Web
ACSC7345	Object Oriented Analysis & Des
ACSC7346	Systems and Network Admin
ACSC7347	Directed Stud in Info Tech 1
ACSC7348	Directed Stud in Info Tech 2
ACSC7349	Intro to Defence Operations
ACSC7350	Deterministic Ops Research
ACSC7351	Knowledge Disc in Databases
ACSC7352	Multimedia & Virtual Environ
ACSC7354	WAN Technologies
ACSC7355	Web Design
ACSC7356	Network Management and Trouble
ACSC7358	Soft Systems Methodologies
ACSC7359	Advanced Java Programming
ACSC7360	Databases and E-Commerce
ACSC7361	Software Architectures
ACSC7362	Distributed Computing
ACSC7363	Concept Dev, Exp & Wargaming
ACSC7501	Project - Information Technol
ACSC7600	DIT Dissertation (F/T)
ACSC7601	Case Studies in Info Tech
ACSC7602	Professional Practices
ACSC7603	Research Methods in Info Tech
ACSC7610	DIT Dissertation  (P/T)
ACSC8101	MInfSc Minor Project
ACSC8102	Minfsc Major Project
ACSC8105	Project
ACSC8110	Introduction to Simulation
ACSC8201	Intro to Computer and Info Sys
ACSC8202	Management Science Techniques
ACSC8203	Decision Support Systems
ACSC8204	Systems Programming
ACSC8205	C31 Sys-Design, Mgt & Operat'n
ACSC8206	Data Networks
ACSC8207	Knowledge Based Systems
ACSC8208	Comp Security & Cryptography
ACSC8209	Databases and Database Mgt
ACSC8210	Information Resource Mngt
ACSC8211	Computer Graphics
ACSC8212	Operating Systems & Real Time
ACSC8213	Software Engineering and Ada
ACSC8214	Special Topic 1
ACSC8215	Special Topic 2
ACSC8216	Systems Planning
ACSC8218	Computer Speech Processing
ACSC8219	Document Processing Systems
ACSC8220	Special Topic 3
ACSC8221	Special Topic 4
ACSC8222	User Interface Construction
ACSC8223	Intro to Information Systems
ACSC8224	Information Management
ACSC8225	Machine Learning
ACSC8226	Evolutionary Computation
ACSC8227	Adv Topics in Database Mgt
ACSC8229	Research Methods in Info Sys
ACSC8230	Systems Analysis and Design
ACSC8231	Intro to Telecommunications
ACSC8232	Intro to Mgt Science
ACSC8233	Information Tech Applications
ACSC8234	Introduction to Programming
ACSC8235	Information Sys Development
ACSC8236	Telecommunications Management
ACSC8237	Object Oriented Programming
ACSC8238	Software Project Management
ACSC8240	Decision Support Systems
ACSC8242	C3I Sys- Des, Mngt & Operation
ACSC8243	Data Networks
ACSC8244	Knowledge Based Systems
ACSC8245	Comp Security & Cryptography
ACSC8246	Intro to Database Systems
ACSC8247	Information Resource Mgt
ACSC8248	Computer Graphics
ACSC8249	Operating Systems
ACSC8250	Software Eng and Ada
ACSC8251	Is Special Topic 1 (12 Cpt)
ACSC8252	Is Special Topic 2 (12 Cpt)
ACSC8253	Is Spec Topic 3: Info Operat'n
ACSC8254	Is Spec Topic 4: Systems Adm
ACSC8255	Systems Planning
ACSC8256	Comp Speech Processing
ACSC8257	Document Processing Systems
ACSC8258	User Interface Construction
ACSC8259	Intro to Information Sys (8CP)
ACSC8260	Information Management
ACSC8261	Machine Learning
ACSC8262	Adv Topics Database Management
ACSC8264	Info Systems for Logistics
ACSC8265	Adv Simulation and Wargaming
ACSC8267	Decision Analysis
ACSC8269	Modern Heuristic Techniques
ACSC8270	Ors St 1: Sys Dyn Analy's& Mod
ACSC8271	Ors St 2: Strat Analysis(12CP)
ACSC8272	Ors St3: Graph Theory & C Pro
ACSC8273	Ors St 4: Stat Modelling
ACSC8276	Intro to Info Systems & Tech
ACSC8277	Intro to Info Systems & Tech
ACSC9000	Computer Science Research F/T
ACSC9001	Computer Science Research P/T
ACTL1001	Actuarial Studies and Commerce
ACTL1101	Intro Actuarial Studies
ACTL1122	Corporate Governance for Actua
ACTL2001	Financial Mathematics
ACTL2002	Prob & Stat for Actuaries
ACTL2003	Stochastic Models for Actl App
ACTL2100	Industrial Training 1 (Co-op)
ACTL2101	Industry Placement 1
ACTL2102	Foundation of Actuarial Models
ACTL2111	Financial Maths for Actuaries
ACTL2131	Probability & Math Statistics
ACTL3001	Actuarial Statistics
ACTL3002	Life Ins.& Superann. Models
ACTL3003	Insurance Risk Models
ACTL3004	Fncl Econ for Ins & Superann
ACTL3005	Super. & Retire Benefits
ACTL3100	Industrial Training 2 (Co-op)
ACTL3141	Modelling and Prediction
ACTL3142	Stat Machine Learning for R&A
ACTL3143	Artificial Intel Deep Learning
ACTL3151	Act Math for Insurance & Super
ACTL3162	General Insurance Techniques
ACTL3182	Asset-Liability & Derivatives
ACTL3191	Super and Retirement Benefits
ACTL3192	Retirement Saving and Spending
ACTL3202	Industry Placement 2
ACTL3301	Quantitative Risk Management
ACTL3303	Industry Placement 3
ACTL4000	Thesis (Actuarial Studies)
ACTL4001	Actuarial Theory & Practice A
ACTL4002	Actuarial Theory & Practice B
ACTL4003	Res. Methods in Risk & Act. St
ACTL4010	Thesis (Actuarial Studies) A
ACTL4011	Thesis (Actuarial Studies) B
ACTL4012	Thesis (Actuarial Studies) C
ACTL4100	Internship 2
ACTL4301	Models for Risk Management
ACTL4302	Risk and Capital Management
ACTL4303	Asset-Liability Management
ACTL4305	Actuarial Data Science App
ACTL5000	Thesis - Actuarial Studies
ACTL5001	Thesis P/T Actuarial Studies
ACTL5002	Super and Retirement Benefits
ACTL5003	Res. Methods in Risk & Act. St
ACTL5004	Project Report - Act. Stud.
ACTL5100	Actuarial Theory & Pract. A
ACTL5101	Prob.& Statis. for Actuaries
ACTL5102	Financial Mathematics
ACTL5103	Stochastic Model. for Act.
ACTL5104	Survival Analysis & Prediction
ACTL5105	Life Insurance & Super.
ACTL5106	Insurance Risk Models
ACTL5108	Finance for Actuaries
ACTL5109	Financial Economics
ACTL5110	Stat Machine Learning for R&A
ACTL5111	Artificial Intel Deep Learning
ACTL5200	Actuarial Theory & Practice B
ACTL5301	Quantitative Risk Management
ACTL5302	Risk and Capital Management
ACTL5303	Asset-Liability Management
ACTL5304	Risk Management Strategies
ACTL5305	Actuarial Data Science App
ACTL5306	Retirement Saving and Spending
ACTL5401	Retirement Planning
ACTL6001	Fundamentals Risk & Risk Mgmt
ACTL6002	Risk Tools
ACTL6003	Risk Decisions
ACTL6105	Topics in Actuarial Studies C
ADAD0201	Graphics and Contemporary Soc
ADAD0205	Curating Art and Exhibitions
ADAD0207	Textiles: Tradition,Technology
ADAD0211	Print Advertising
ADAD0214	Creative Thinking Processes
ADAD0218	Experiencing Art
ADAD0221	Draw Your World
ADAD0222	Unravelling Urban Design
ADAD0901	Graphics and Contemporary Soc
ADAD0905	Curating Art and Exhibitions
ADAD0907	Textiles: Technology & Body
ADAD0911	Print Ads for a World Market
ADAD0914	Creative Thinking Processes
ADAD0918	Experiencing Art
ADAD0921	Draw Your World
ADAD0922	Unravelling Urban Design
ADAD1001	Studio Gateway 1
