DPBS1150	W12A	TUT	16	19	Fri 11-12:30	Block 212
DPBS1110	T09A	TUT	19	19	Wed 09-10:30	Block 213
DPGE1002	F15A	TUT	18	18	Fri 15:30-17:30	Block 209
DPBS1150	T14A	TUT	15	19	Tue 14:30-16	Block 118
COMP2521	H11A	LAB	21	22	Thu 12-14	BongoK17G7
COMP1531	T11A	TUT	24	24	Tue 11-12	Quad G052
COMP6845	W19A	LAB	0	20	Wed 19-21	Online
COMP1521	T15B	LAB	24	24	Tue 16-18	TablaK17G7
COMP2521	H09B	LAB	21	22	Thu 10-12	TablaK17G7
COMP1531	T09A	TUT	24	24	Tue 09-10	Quad G054
COMP9414	W16A	TUT	25	25	Wed 16-18	Online
DPGE1001	T13A	TUT	19	19	Wed 09-11	Block 115
COMP2521	W15D	TUT	22	22	Wed 15-16	Quad G042
DPHU1005	W09B	TUT	6	18	Wed 09-12	Block 105
DPDE1010	M13A	SEM	0	16	Mon 13-14	Block 123
DPGE1001	M10B	TUT	19	19	Tue 11:30-13:30	Block 116
DPST1032	F09A	TUT	10	18	Fri 09:30-11	Block 211
COMP9044	W15B	LAB	8	30	Wed 16-18	Online
COMP9044	T15A	TUT	3	30	Tue 15-16	Quad G026
COMP6452	T14A	TUT	17	25	Tue 14-16	Ainswth101
DPGE1001	M09A	TUT	20	19	Wed 09-11	Block 218
DPDE1008	M15A	SEM	2	16	Mon 15-16	Block 125
COMP1521	T13B	LAB	24	24	Tue 14-16	TablaK17G7
COMP3900	H18A	LAB	15	20	Thu 18-20	OrganPhysU
DPST1021	W12A	TUT	5	18	Wed 12-13	Block 110
DPST1021	M13B	LAB	9	15	Mon 13-15	Online
COMP2521	T16A	LAB	22	22	Tue 17-19	KoraME307
DPST1091	T11A	TUT	18	18	Tue 11-12	Block 213
COMP9417	H14A	TUT	8	25	Thu 14-15	Online
ENGG1811	W14B	LAB	23	24	Wed 14-16	Online
DPST1032	W14A	LAB	12	17	Wed 14-17	Griff 162
DPHU1001	T11A	TUT	13	19	Tue 11:30-14	Block 117
COMP9311	T10A	TLB	18	20	Tue 10-12	Online
COMP2521	H11C	LAB	21	21	Thu 12-14	ClavierPhU
COMP9444	T18A	TUT	21	24	Tue 18-19	Online
COMP9417	W15A	TUT	16	25	Wed 15-16	Quad G026
COMP2041	F13B	LAB	24	30	Fri 14-16	StringsME3
COMP3900	W11A	LAB	20	20	Wed 11-13	OrganPhysU
COMP3151	T14A	TUT	17	20	Tue 14-15	Quad G054
DPST1031	H09A	TUT	16	18	Thu 09:30-11	Block 214
COMP3900	W18C	LAB	19	20	Wed 18-20	Online
COMP9444	W13B	TUT	11	24	Wed 13-14	Gold G05
DPBS1120	M10A	TUT	19	19	Mon 10-13	Block 122
COMP9044	F09B	TUT	6	30	Fri 09-10	Quad 1048
COMP2521	H13B	LAB	22	22	Thu 14-16	TablaK17G7
DPBS1170	W16A	TUT	11	18	Thu 15-16:30	Block 206
COMP2511	F14A	LAB	25	25	Fri 15-17	Oboe ME304
DPBS1150	W09A	TUT	15	18	Wed 09-10:30	Block 113
ENGG1811	F16A	LAB	0	24	Fri 16-18	StringsME3
COMP2041	W15B	TUT	22	30	Wed 15-16	Online
COMP3511	W16A	LAB	19	19	Wed 17-18	CHIK17G13
COMP1511	H18A	TUT	19	24	Thu 18-19	Online
COMP9900	F18A	LAB	14	20	Fri 18-20	Online
COMP1511	H13A	LAB	24	24	Thu 14-16	KoraME307
COMP9312	H16A	TUT	17	24	Thu 16-17:30	Quad G054
COMP2511	W18A	LAB	25	25	Wed 19-21	TablaK17G7
COMP1531	T17B	TUT	23	24	Tue 17-18	H13-W 3037
COMP1531	W12D	LAB	21	24	Wed 13-15	Online
COMP2041	W09B	TUT	26	30	Wed 09-10	Gold G03
COMP2511	H13B	TUT	25	25	Thu 13-14	Quad 1047
COMP9311	W19A	TLB	20	20	Wed 19-21	Online
COMP9313	H11B	LAB	10	30	Thu 11-13	H13-E 2060
COMP9312	W16A	TUT	11	24	Wed 16-17:30	Quad G054
COMP9044	W09A	TUT	3	30	Wed 09-10	Quad 1047
DPBS1180	W16B	TUT	17	18	Thu 09-10:30	Block 110
DPBS1110	M10A	TUT	13	18	Fri 11-12:30	Block 215
COMP9101	W11A	TUT	2	30	Wed 11-12	Mat 106
COMP2041	M15A	TUT	20	30	Mon 15-16	Quad G032
COMP9444	T18B	TUT	16	24	Tue 18-19	Gold G05
COMP2521	W17C	LAB	22	22	Wed 18-20	SitarME306
COMP9312	H17A	TUT	5	24	Thu 17:30-19	Quad G054
COMP9900	W18C	LAB	15	20	Wed 18-20	Online
COMP1521	M14A	TUT	24	24	Mon 14-15	Quad 1047
COMP1511	W18B	LAB	20	24	Wed 19-21	Online
COMP1521	M14B	LAB	24	24	Mon 15-17	SitarME306
COMP1511	W11B	LAB	24	24	Wed 12-14	SitarME306
COMP2521	W15D	LAB	22	22	Wed 16-18	SitarME306
COMP9044	M18A	TUT	10	30	Mon 18-19	Online
COMP2511	H17C	TUT	25	25	Thu 17-18	Ainswth101
COMP1511	W17B	TUT	20	24	Wed 17-18	Quad 1046
DPST1024	M16A	LAB	0	5	Mon 16-18	OMB 112
DPGE1001	M09A	TUT	20	19	Thu 11-13	Block 217
COMP1511	T18A	TUT	21	24	Tue 18-19	Online
COMP9444	W14B	TUT	8	24	Wed 14-15	Webst 302
COMP9444	T17A	TUT	14	24	Tue 17-18	Webst 252
DPST1024	W13A	TUT	0	13	Wed 13-14	Block 215
COMP1521	M14C	LAB	24	24	Mon 15-17	FluteME303
COMP1531	T17B	LAB	23	24	Tue 18-20	Oboe ME304
DPST1023	T16A	TUT	2	18	Tue 16-17	Block 216
COMP9101	H15A	TUT	5	30	Thu 15-16	H13-E 1040
DPHU1007	F11A	TUT	11	18	Fri 11:30-14	Block 110
COMP1521	F12B	LAB	24	24	Fri 13-15	FluteME303
COMP1511	H13B	LAB	24	24	Thu 14-16	SitarME306
COMP6733	W09A	LAB	6	20	Wed 09-13	LyreK17G12
COMP9511	F12A	TUT	16	19	Fri 12-13	CHIK17G13
DPST1051	M14A	LAB	41	49	Mon 14-17	TchLab 12
DPST1014	F14A	TUT	0	20	Fri 16:30-18	Block 124
COMP9044	H17A	LAB	7	30	Thu 18-20	BrassME305
DPBS1170	M14A	TUT	19	19	Thu 14-15:30	Block 212
COMP9444	T14A	TUT	9	24	Tue 14-15	Webst 252
COMP9414	F14A	TUT	24	25	Fri 14-16	H13-W 3037
COMP3121	F10A	TUT	11	35	Fri 10-11	Mat 226
DPBS1180	W16B	TUT	17	18	Wed 16:30-18	Block 111
DPGE1002	F16A	TUT	15	18	Fri 16-18	Block 203
DPBS1120	T14A	TUT	19	19	Tue 14:30-17:30	Block 107
COMP3153	T15A	TUT	16	20	Tue 15-17	Quad 1042
DPGE1003	W15A	TUT	15	18	Wed 15:30-17:30	Block 217
COMP9044	W17A	TUT	11	30	Wed 17-18	AinswthG01
COMP9444	W14A	TUT	8	24	Wed 14-15	Webst 252
COMP2521	H09B	TUT	21	22	Thu 09-10	Gold G05
COMP1511	F13A	TUT	24	24	Fri 13-14	Quad 1047
COMP1531	H09B	LAB	24	24	Thu 10-12	FluteME303
COMP9511	F10A	LAB	17	19	Fri 11-12	CHIK17G13
DPST1023	W16B	TUT	1	18	Wed 16-17	Block 219
COMP2521	F14A	LAB	22	22	Fri 15-17	BongoK17G7
COMP2041	W15B	LAB	22	30	Wed 16-18	Online
COMP6452	T11A	TUT	14	25	Tue 11-13	Quad 1045
COMP3900	W14A	LAB	20	20	Wed 14-16	OrganPhysU
COMP2041	T13A	LAB	29	30	Tue 14-16	BrassME305
DPST1072	M16B	TUT	0	18	Mon 16-17:30	Block 203
COMP9414	T18A	TUT	26	25	Tue 18-20	Quad 1001
COMP1511	T16A	TUT	22	24	Tue 16-17	Gold G05
DPBS1150	W09A	TUT	15	18	Fri 10-11:30	Block 105
COMP2521	T16B	TUT	22	22	Tue 16-17	Quad G054
COMP9444	W18B	TUT	21	24	Wed 18-19	ElecEngG03
COMP2041	T11B	LAB	28	30	Tue 12-14	StringsME3
COMP2511	H15A	LAB	24	25	Thu 16-18	Oboe ME304
DPST1021	M11B	LAB	11	14	Mon 11-13	Online
DPST1023	T11A	TUT	1	18	Fri 12-13	Block 105
DPBS1110	M15A	TUT	20	20	Mon 15-16:30	Block 122
COMP1911	M14A	LAB	0	25	Mon 15-17	Online
COMP9044	M18B	TUT	17	30	Mon 18-19	Online
DPGE1002	F15C	TUT	17	18	Fri 15:30-17:30	Block 202
DPGE1003	F09A	TUT	16	18	Fri 09-11	Block 206
COMP2041	T11B	TUT	28	30	Tue 11-12	Quad 1048
DPBS1150	T11A	TUT	20	19	Tue 11:30-13	Block 215
DPDE1010	M14A	TUT	0	16	Mon 14:30-18	Block 215
DPHU1003	M13A	TUT	9	18	Mon 13:30-16:30	Block 206
COMP1531	H13A	TUT	24	24	Thu 13-14	Quad 1045
COMP1521	W13B	TUT	24	24	Wed 13-14	Quad G054
COMP1511	F15A	LAB	24	24	Fri 16-18	KoraME307
DPDE1007	M14A	TUT	8	16	Mon 14-17:30	Block 123
DPHU1006	T12A	TUT	14	18	Tue 12-14:30	Block 105
DPGE1001	M11B	TUT	0	18	Tue 15:30-17:30	Block 218
COMP9511	H18A	TUT	19	19	Thu 18-19	CHIK17G13
DPHU1005	M12A	SEM	50	70	Mon 12-13	Griff M11
COMP1531	W18A	LAB	21	24	Wed 19-21	Oboe ME304
COMP1511	W16A	LAB	24	24	Wed 17-19	StringsME3
COMP2521	W15C	LAB	22	22	Wed 16-18	KoraME307
DPST1021	M13A	LAB	30	42	Mon 13-15	OMB 112
DPBS1180	H10A	TUT	19	19	Fri 12-13:30	Block 213
COMP3331	T14B	LAB	7	20	Tue 14-16	ClavierPhU
COMP2521	W17C	TUT	22	22	Wed 17-18	Ainswth101
COMP3511	H10A	LAB	18	19	Thu 11-12	CHIK17G13
DPBS1190	W15A	TUT	18	18	Wed 15-16:30	Block 214
COMP1511	W11A	LAB	24	24	Wed 12-14	KoraME307
DPBS1170	W14A	TUT	7	18	Wed 14:30-16	Block 202
DPST1061	T13A	LAB	14	15	Tue 13-14	DemoMSE
DPST1013	T10A	TUT	16	18	Fri 15:30-17	Block 111
COMP2511	W18B	TUT	25	25	Wed 18-19	Online
COMP6845	W19A	LAB	0	20	Wed 19-21	Online
DPST1051	T13A	TUT	13	18	Tue 13-14	Block 123
COMP2521	W11C	TUT	22	22	Wed 11-12	Ainswth101
COMP9444	H14A	TUT	19	24	Thu 14-15	Gold G05
DPBS1190	M09A	TUT	17	18	Mon 09-10:30	Block 113
DPST1021	T09A	TUT	0	18	Fri 15:30-16:30	Block 114
DPBS1140	M11A	TUT	17	18	Wed 14-15:30	Block 218
COMP1521	M16A	LAB	24	24	Mon 17-19	KoraME307
DPGE1003	T09A	TUT	14	18	Tue 09-11	Block 113
DPBS1100	T10A	TUT	20	19	Tue 10-11:30	Block 117
COMP1531	W13A	TUT	24	24	Wed 13-14	Webst 250
DPST1023	T16B	TUT	1	18	Thu 12-13	Block 212
COMP9444	W15A	TUT	14	24	Wed 15-16	Webst 252
DPGE1001	T13A	TUT	19	19	Tue 13-15	Block 115
COMP9444	W13A	TUT	8	24	Wed 13-14	Webst 252
DPGE1003	T15A	TUT	18	18	Tue 15:30-17:30	Block 219
COMP3121	T12B	TUT	28	30	Tue 12-13	Block G13
DPST1092	H10B	LAB	8	12	Thu 10-12	Online
COMP3511	H12A	TUT	19	19	Thu 12-13	CHIK17G13
COMP9312	H16A	TUT	7	24	Thu 16-17:30	Quad G054
COMP3331	T12A	LAB	15	20	Tue 12-14	OrganPhysU
DPBS1170	W13B	TUT	18	18	Thu 16:30-18	Block 206
COMP9444	M18A	TUT	14	24	Mon 18-19	Gold G05
COMP9331	T18A	LAB	4	20	Tue 18-20	ClavierPhU
DPGE1001	W14A	TUT	19	19	Wed 14-16	Block 114
DPBS1140	H09A	TUT	20	19	Fri 15:30-17	Block 218
DPGE1001	M10A	TUT	19	19	Wed 14-16	Block 115
COMP1521	W13A	TUT	24	24	Wed 13-14	Ainswth201
COMP3331	M12A	LAB	9	20	Mon 12-14	OrganPhysU
COMP3511	H16A	LAB	11	19	Thu 17-18	Online
COMP9444	H13A	TUT	9	24	Thu 13-14	Gold G05
COMP1531	H11A	LAB	24	24	Thu 12-14	Oboe ME304
COMP2511	H15A	TUT	24	25	Thu 15-16	Quad G052
COMP6452	T09A	TUT	15	29	Tue 09-11	Quad 1045
COMP3151	T17A	TUT	12	20	Tue 17-18	Online
DPBS1150	W12A	TUT	16	19	Wed 12-13:30	Block 210
COMP9044	T18A	TUT	7	30	Tue 18-19	Online
COMP1521	M12B	LAB	24	24	Mon 13-15	SitarME306
DPST1092	W15A	LAB	19	20	Wed 15-17	SEB B25
COMP9044	T13B	LAB	4	30	Tue 14-16	StringsME3
DPST1031	T14A	LAB	21	25	Tue 14-17	Griff 165
COMP9414	F09A	TUT	20	25	Fri 09-11	H13-W 4034
DPBS1190	H16A	TUT	19	19	Thu 16-17:30	Block 216
COMP9444	W18B	TUT	2	24	Wed 18-19	ElecEngG03
COMP9444	H14A	TUT	4	24	Thu 14-15	Gold G05
DPBS1190	M16A	TUT	14	18	Mon 16:30-18	Block 118
DPGE1001	M09B	TUT	19	19	Tue 13-15	Block 218
DPBS1190	T14A	TUT	18	19	Tue 14-15:30	Block 211
COMP1511	F09H	LAB	22	24	Fri 10-12	Oboe ME304
COMP3331	T18B	LAB	9	20	Tue 18-20	Online
COMP9311	H19B	TLB	20	20	Thu 19-21	SitarME306
COMP9444	T13A	TUT	16	24	Tue 13-14	Webst 256
DPGE1003	T15B	TUT	18	18	Tue 15-17	Block 206
DPST1032	H09A	TUT	6	18	Fri 15-16:30	Block 124
COMP1511	W09A	TUT	24	24	Wed 09-10	Gold G02
DPBS1120	M09A	TUT	12	18	Mon 09-12	Block 207
COMP1521	T13A	LAB	24	24	Tue 14-16	BongoK17G7
COMP1511	H13B	TUT	24	24	Thu 13-14	Gold G02
COMP9444	W18A	TUT	21	24	Wed 18-19	Online
DPST1013	W09B	TUT	14	18	Wed 09-10:30	Block 110
DPST1023	T16A	TUT	2	18	Fri 17-18	Block 114
COMP9417	W15A	TUT	8	25	Wed 15-16	Quad G026
DPST1013	T13A	TUT	18	18	Tue 13-14:30	Block 111
COMP9044	T09B	TUT	4	30	Tue 09-10	Quad 1048
DPBS1100	T13B	TUT	19	19	Fri 11-12:30	Block 122
DPBS1180	H10B	TUT	19	18	Thu 10:30-12	Block 213
COMP9313	T16A	LAB	17	30	Tue 16-18	Ainswth202
DPBS1110	T10B	TUT	16	18	Tue 10:30-12	Block 214
DPST1071	H15A	LAB	43	47	Thu 15-17	ElecEng201
COMP9444	W13B	TUT	13	24	Wed 13-14	Gold G05
DPST1032	W14B	LAB	4	8	Wed 14-17	Online
DPST1023	W16B	TUT	1	18	Fri 16-17	Block 207
COMP3121	T16B	TUT	28	35	Tue 16-17	Online
COMP6733	W09A	LAB	6	20	Wed 09-13	LyreK17G12
DPST1013	W09A	TUT	18	18	Thu 14-15:30	Block 209
COMP1531	T15B	LAB	24	24	Tue 16-18	FluteME303
COMP3121	T16A	TUT	27	30	Tue 16-17	Webst 251
DPBS1110	T14A	TUT	18	18	Tue 14:30-16	Block 111
COMP2511	H11B	TUT	25	25	Thu 11-12	H13-W 4034
COMP2041	M18A	TUT	19	30	Mon 18-19	Online
DPST1013	T12A	TUT	18	18	Fri 12-13:30	Block 115
COMP2041	M18B	LAB	12	30	Mon 19-21	Online
DPGE1003	F15A	TUT	20	18	Fri 15:30-17:30	Block 117
DPGE1002	F09C	TUT	15	18	Fri 09-11	Block 218
COMP1511	F09G	TUT	23	24	Fri 09-10	Quad G026
COMP1531	H13B	LAB	24	24	Thu 14-16	FluteME303
COMP9154	M13A	TUT	3	20	Mon 13-14	Quad G054
COMP1511	T15A	LAB	24	24	Tue 16-18	Online
COMP3331	T16B	LAB	11	20	Tue 16-18	ClavierPhU
COMP1521	M14C	TUT	24	24	Mon 14-15	Webst 250
COMP9417	W14A	TUT	12	25	Wed 14-15	Quad G027
COMP1531	T15B	TUT	24	24	Tue 15-16	Ainswth102
COMP1521	T17A	TUT	22	24	Tue 17-18	Online
COMP9414	H11A	TUT	25	25	Thu 11-13	CivEng G6
COMP9044	M18B	LAB	17	30	Mon 19-21	Online
COMP3153	M12A	TUT	20	20	Mon 12-14	Ainswth101
COMP2041	M15B	LAB	5	30	Mon 16-18	BrassME305
DPST1092	T14A	TUT	11	18	Tue 14-15	Block 214
DPGE1001	M11B	TUT	0	18	Mon 11-13	Block 217
COMP3331	M18B	LAB	7	20	Mon 18-20	ClavierPhU
COMP3121	H16A	TUT	28	30	Thu 16-17	CivEng 701
COMP1511	H17B	LAB	22	24	Thu 18-20	ElecEng108
COMP9444	T14A	TUT	15	24	Tue 14-15	Webst 252
DPBS1110	M10A	TUT	13	18	Mon 10-11:30	Block 209
DPHU1008	H10A	TUT	8	18	Thu 10-12:30	Block 123
COMP3900	H14B	LAB	18	20	Thu 14-16	ClavierPhU
BINF9010	H16A	LAB	5	10	Thu 16-18	Online
COMP3900	H18B	LAB	20	20	Thu 18-20	ClavierPhU
DPBS1170	W13A	TUT	18	18	Wed 13-14:30	Block 209
COMP9313	H16C	LAB	9	30	Thu 16-18	Online
COMP1511	H09B	LAB	24	24	Thu 10-12	SitarME306
COMP9414	F16A	TUT	24	25	Fri 16-18	H13-W 2035
COMP9414	H16A	TUT	24	25	Thu 16-18	Quad 1046
COMP2511	H17B	LAB	25	25	Thu 18-20	Oboe ME304
DPST1023	W12A	TUT	0	18	Wed 12-13	Block 110
DPGE1001	M11A	TUT	18	19	Mon 11-13	Block 114
COMP9044	W13A	TUT	4	30	Wed 13-14	Online
DPBS1110	T14A	TUT	18	18	Wed 12-13:30	Block 216
DPST1021	T16B	TUT	17	18	Thu 12-13	Block 212
COMP9044	H17A	TUT	7	30	Thu 17-18	Mat 105
DPGE1002	F15B	TUT	19	19	Fri 15:30-17:30	Block 116
COMP9313	H16A	LAB	10	30	Thu 16-18	Online
COMP6733	W14A	LAB	8	20	Wed 14-18	LyreK17G12
COMP9414	T18B	TUT	25	25	Tue 18-20	Quad G046
COMP9417	H16A	TUT	9	25	Thu 16-17	Online
DPST1013	T12A	TUT	18	18	Tue 12:30-14	Block 212
DPGE1001	M11A	TUT	18	19	Fri 14-16	Block 215
COMP2521	F12A	TUT	22	22	Fri 12-13	Quad G042
COMP1511	F09A	LAB	24	24	Fri 10-12	BongoK17G7
COMP1521	T15B	TUT	24	24	Tue 15-16	Col LG02
COMP2511	M18A	LAB	25	25	Mon 19-21	BrassME305
COMP1911	M12C	LAB	25	25	Mon 13-15	TablaK17G7
DPST1031	W14A	TUT	13	18	Wed 14-15:30	Block 215
DPBS1190	M15A	TUT	12	18	Mon 15-16:30	Block 105
COMP6452	M15A	TUT	31	32	Mon 15-17	AinswthG01
DPST1014	M11A	TUT	18	19	Mon 11-12:30	Block 215
COMP2511	H13A	LAB	25	25	Thu 14-16	BrassME305
COMP3121	H16B	TUT	25	35	Thu 16-17	Online
DPST1024	W13A	TUT	0	13	Fri 15-16	Block 214
COMP1511	F15B	TUT	24	24	Fri 15-16	Quad 1046
DPBS1120	M15A	TUT	18	19	Mon 15-18	Block 207
COMP3153	W12A	TUT	8	20	Wed 12-14	Quad G042
COMP2511	H15B	TUT	25	25	Thu 15-16	H13-W 2035
DPST1051	W13A	TUT	6	18	Thu 12-13	Block 206
DPST1032	F09A	TUT	10	18	Mon 14-15:30	Block 210
COMP3331	T16A	LAB	11	20	Tue 16-18	OrganPhysU
DPST1023	W16A	TUT	0	18	Wed 16-17	Block 115
COMP1511	T12A	LAB	23	24	Tue 13-15	ElecEng108
DPDE1006	F14A	TUT	17	18	Fri 14-18	Block 123
DPST1024	T14A	TUT	0	13	Wed 13-14	Block 111
COMP2521	W13B	LAB	22	22	Wed 14-16	Online
COMP9313	W16A	LAB	12	30	Wed 16-18	BUS 105
DPST1092	T12A	TUT	16	18	Thu 13-14	Block 117
COMP1531	M17D	LAB	22	24	Mon 18-20	Online
COMP9044	W17A	LAB	11	30	Wed 18-20	BrassME305
COMP1521	M16C	TUT	24	24	Mon 16-17	Online
DPGE1001	M10A	TUT	19	19	Fri 13:30-15:30	Block 115
COMP1521	F12B	TUT	24	24	Fri 12-13	Quad 1048
DPHU1007	T14A	SEM	54	70	Tue 14-15	OMB149
COMP1531	W18B	LAB	24	24	Wed 19-21	FluteME303
COMP2041	F09B	TUT	23	30	Fri 09-10	Quad 1048
COMP9417	H15A	TUT	12	25	Thu 15-16	Online
COMP1511	T15B	LAB	24	24	Tue 16-18	Online
DPBS1180	W16A	TUT	18	18	Thu 14:30-16	Block 215
COMP2041	T15A	LAB	27	30	Tue 16-18	BrassME305
COMP1531	W18A	TUT	21	24	Wed 18-19	Gold G07
COMP3121	H12B	TUT	29	30	Thu 12-13	Mat 230
COMP6445	W16A	LAB	10	20	Wed 16-18	CybSK17G11
COMP1911	T09A	TUT	25	25	Tue 09-10	Webst 250
COMP2521	T12A	LAB	22	22	Tue 13-15	KoraME307
DPST1013	M09A	TUT	16	18	Mon 09:30-11	Block 118
COMP2521	W15B	TUT	22	22	Wed 15-16	Online
DPST1021	T16B	TUT	17	18	Tue 16-17	Block 212
DPGE1002	F12B	TUT	18	18	Fri 12-14	Block 125
DPBS1180	W16A	TUT	18	18	Wed 16:30-18	Block 209
COMP3121	H15B	TUT	23	35	Thu 15-16	Online
COMP9444	W15A	TUT	10	24	Wed 15-16	Webst 252
DPST1092	T12A	TUT	16	18	Tue 12-13	Block 214
COMP2041	F11B	LAB	28	30	Fri 12-14	StringsME3
COMP1911	W15A	TUT	25	25	Wed 15-16	Online
COMP3331	T14A	LAB	14	20	Tue 14-16	OrganPhysU
COMP3121	T11A	TUT	21	30	Tue 11-12	Block G13
DPGE1002	T09B	TUT	19	19	Tue 09-11	Block 114
DPST1022	W13A	TUT	0	18	Fri 15-16	Block 214
COMP9417	W19A	TUT	7	25	Wed 19-20	Col LG01
COMP3331	T10B	LAB	11	20	Tue 10-12	ClavierPhU
COMP1531	W12C	TUT	22	24	Wed 12-13	Online
COMP1511	T17B	LAB	23	24	Tue 18-20	TablaK17G7
DPBS1190	M15A	TUT	12	18	Fri 11-12:30	Block 207
COMP3151	M11A	TUT	15	20	Mon 11-12	Quad G054
COMP1521	T13A	TUT	24	24	Tue 13-14	Ainswth101
DPHU1006	T11A	TUT	0	18	Tue 11:30-14	Block 107
ENGG1811	W14A	LAB	24	24	Wed 14-16	Online
COMP3900	W18A	LAB	19	20	Wed 18-20	OrganPhysU
COMP2041	F09A	LAB	19	30	Fri 10-12	BrassME305
COMP2521	H11B	LAB	22	22	Thu 12-14	TablaK17G7
COMP1531	W12B	TUT	24	24	Wed 12-13	Col LG01
COMP1511	W09C	LAB	24	24	Wed 10-12	BongoK17G7
